GeneID,GeneName,Log2FC_Y_VS_N
ENSG00000267383,AC011447.3,-0.038621297
ENSG00000116497,S100PBP,-0.038634381
ENSG00000070961,ATP2B1,-0.038664998
ENSG00000272650,AC110792.3,-0.038669868
ENSG00000271746,AL031848.2,-0.03866987
ENSG00000212719,LINC02693,-0.038672787
ENSG00000279748,AC008764.9,-0.03867296
ENSG00000156802,ATAD2,-0.038675987
ENSG00000274093,AC009032.1,-0.038711223
ENSG00000207546,MIR548C,-0.038716022
ENSG00000266016,MIR548Z,-0.038716022
ENSG00000152931,PART1,-0.038717642
ENSG00000131876,SNRPA1,-0.038720031
ENSG00000233093,LINC00892,-0.038720364
ENSG00000143633,C1orf131,-0.038722592
ENSG00000229862,AL121972.1,-0.038728003
ENSG00000153147,SMARCA5,-0.038745054
ENSG00000264666,AC020558.1,-0.038755124
ENSG00000065135,GNAI3,-0.038759636
ENSG00000173218,VANGL1,-0.038768342
ENSG00000152795,HNRNPDL,-0.038783136
ENSG00000151292,CSNK1G3,-0.038791131
ENSG00000258677,AC022826.2,-0.038798602
ENSG00000064703,DDX20,-0.038801149
ENSG00000239040,Y_RNA,-0.038801496
ENSG00000011105,TSPAN9,-0.038809752
ENSG00000141429,GALNT1,-0.038820568
ENSG00000196504,PRPF40A,-0.038841753
ENSG00000266987,AC104984.5,-0.038844108
ENSG00000279334,AC073592.6,-0.038845498
ENSG00000174748,RPL15,-0.038849913
ENSG00000133302,SLF1,-0.038851332
ENSG00000122550,KLHL7,-0.038861987
ENSG00000260144,AC100827.2,-0.038867507
ENSG00000260281,ITFG1-AS1,-0.038870529
ENSG00000228801,AC064807.1,-0.038892928
ENSG00000153823,PID1,-0.03889782
ENSG00000175538,KCNE3,-0.038898048
ENSG00000214559,AC019077.1,-0.038916392
ENSG00000290928,,-0.038918005
ENSG00000259185,AC090971.1,-0.038936833
ENSG00000154845,PPP4R1,-0.038938282
ENSG00000255358,NDUFAF2P2,-0.038955436
ENSG00000254433,AP001001.1,-0.038956604
ENSG00000236998,AL354794.2,-0.03896368
ENSG00000157259,GATAD1,-0.038966709
ENSG00000136628,EPRS1,-0.038972368
ENSG00000266538,AC005838.2,-0.038973218
ENSG00000272829,AC002470.1,-0.038978051
ENSG00000267672,AC010632.2,-0.038993491
ENSG00000164220,F2RL2,-0.038998282
ENSG00000269237,AC010615.4,-0.039033019
ENSG00000171723,GPHN,-0.03903501
ENSG00000289699,,-0.039039785
ENSG00000176124,DLEU1,-0.039044391
ENSG00000199744,SNORD36A,-0.039052931
ENSG00000234534,CSNK1G2P1,-0.039056345
ENSG00000064313,TAF2,-0.039077194
ENSG00000166681,BEX3,-0.039079151
ENSG00000121152,NCAPH,-0.039088513
ENSG00000271327,AC010201.2,-0.039091147
ENSG00000164105,SAP30,-0.039105882
ENSG00000230551,AC021078.1,-0.039107822
ENSG00000185305,ARL15,-0.03911806
ENSG00000187325,TAF9B,-0.039124094
ENSG00000201850,Y_RNA,-0.039126499
ENSG00000270427,NRBF2P5,-0.039139647
ENSG00000099250,NRP1,-0.039142232
ENSG00000164117,FBXO8,-0.039147618
ENSG00000152818,UTRN,-0.039167638
ENSG00000134717,BTF3L4,-0.039177414
ENSG00000233016,SNHG7,-0.039181519
ENSG00000147408,CSGALNACT1,-0.039187607
ENSG00000123106,CCDC91,-0.039192273
ENSG00000290460,,-0.039194429
ENSG00000258738,AL121603.2,-0.039205869
ENSG00000185088,RPS27L,-0.039217787
ENSG00000229127,KANSL1L-AS1,-0.039222612
ENSG00000256594,AC010186.2,-0.039251886
ENSG00000188107,EYS,-0.039255052
ENSG00000079246,XRCC5,-0.039257635
ENSG00000135698,MPHOSPH6,-0.03926011
ENSG00000115590,IL1R2,-0.039260529
ENSG00000285000,AC008581.2,-0.039274856
ENSG00000196455,PIK3R4,-0.039275428
ENSG00000117395,EBNA1BP2,-0.039276327
ENSG00000257949,TEN1,-0.039280615
ENSG00000284574,MIR6787,-0.039284057
ENSG00000127870,RNF6,-0.03928819
ENSG00000144840,RABL3,-0.039294213
ENSG00000258232,AC125611.3,-0.039300188
ENSG00000187522,HSPA14,-0.039302727
ENSG00000244242,IFITM10,-0.039310011
ENSG00000166068,SPRED1,-0.039313957
ENSG00000068615,REEP1,-0.039314744
ENSG00000130021,PUDP,-0.039316549
ENSG00000039123,MTREX,-0.039317205
ENSG00000185055,EFCAB10,-0.039365635
ENSG00000116791,CRYZ,-0.039371031
ENSG00000203799,CCDC162P,-0.039377362
ENSG00000153989,NUS1,-0.039389811
ENSG00000200834,Y_RNA,-0.039392785
ENSG00000248774,AC097534.1,-0.039395196
ENSG00000174912,METTL15P1,-0.039401354
ENSG00000104388,RAB2A,-0.039402412
ENSG00000249042,AC008771.1,-0.039410207
ENSG00000261684,AC018362.1,-0.039418904
ENSG00000207233,SNORA37,-0.039421573
ENSG00000204947,ZNF425,-0.039424094
ENSG00000171150,SOCS5,-0.039444816
ENSG00000261324,AC010168.2,-0.039455066
ENSG00000279982,AL162274.3,-0.039455351
ENSG00000135317,SNX14,-0.039459855
ENSG00000028203,VEZT,-0.039461619
ENSG00000291158,,-0.039474235
ENSG00000163380,LMOD3,-0.039486784
ENSG00000036549,ZZZ3,-0.039487609
ENSG00000289764,,-0.039488254
ENSG00000264733,MIR4718,-0.039497145
ENSG00000291253,,-0.039509969
ENSG00000290091,,-0.039517766
ENSG00000164944,VIRMA,-0.039530541
ENSG00000277462,ZNF670,-0.039545235
ENSG00000225767,FAF1-AS1,-0.039546328
ENSG00000044115,CTNNA1,-0.039555486
ENSG00000179477,ALOX12B,-0.039557885
ENSG00000168461,RAB31,-0.039570227
ENSG00000165732,DDX21,-0.03957199
ENSG00000223915,DPPA2P1,-0.039576428
ENSG00000125676,THOC2,-0.039585041
ENSG00000168438,CDC40,-0.039595897
ENSG00000285752,CDC42-AS1,-0.039598121
ENSG00000220506,AL136310.1,-0.039618957
ENSG00000135052,GOLM1,-0.039621955
ENSG00000111728,ST8SIA1,-0.039623464
ENSG00000147854,UHRF2,-0.039634583
ENSG00000264610,MIR4685,-0.039640553
ENSG00000274845,AC114778.1,-0.039644261
ENSG00000254017,IGHEP2,-0.039647625
ENSG00000286831,AC244472.1,-0.039653163
ENSG00000175106,TVP23C,-0.039660614
ENSG00000174529,TMEM81,-0.039662942
ENSG00000223466,LINC01825,-0.039680605
ENSG00000272368,AC074032.1,-0.039688504
ENSG00000117400,MPL,-0.039690932
ENSG00000171497,PPID,-0.03969141
ENSG00000260912,AL158206.1,-0.039699086
ENSG00000228835,AC012123.1,-0.039711889
ENSG00000173214,MFSD4B,-0.039716535
ENSG00000117862,TXNDC12,-0.03972566
ENSG00000197885,NKIRAS1,-0.039737928
ENSG00000078043,PIAS2,-0.039741627
ENSG00000166479,TMX3,-0.039749681
ENSG00000285427,SOD2-OT1,-0.039765366
ENSG00000286809,AC008964.1,-0.039772024
ENSG00000177054,ZDHHC13,-0.039772806
ENSG00000246477,AF131216.1,-0.039773661
ENSG00000062194,GPBP1,-0.039775741
ENSG00000290263,,-0.039777237
ENSG00000284293,MIR7113,-0.039794258
ENSG00000229619,MBNL1-AS1,-0.039809104
ENSG00000227492,AL138921.1,-0.039816835
ENSG00000152620,NADK2,-0.039832237
ENSG00000282980,AC055839.1,-0.039837681
ENSG00000221866,PLXNA4,-0.039867835
ENSG00000264678,MIR3140,-0.039887197
ENSG00000088833,NSFL1C,-0.039887221
ENSG00000119707,RBM25,-0.039894063
ENSG00000269300,AC008734.1,-0.039903092
ENSG00000261369,AC007533.1,-0.039909411
ENSG00000276610,SNORD64,-0.039930379
ENSG00000276900,AC023157.2,-0.039931197
ENSG00000258359,PCNPP1,-0.039937999
ENSG00000183323,CCDC125,-0.039942273
ENSG00000137871,ZNF280D,-0.039956419
ENSG00000262020,AC007014.1,-0.039993465
ENSG00000197520,FAM177B,-0.039994597
ENSG00000227252,AC012063.1,-0.039997341
ENSG00000257410,AC089984.1,-0.040001618
ENSG00000287218,AL359962.3,-0.040004071
ENSG00000223911,AC009480.1,-0.040006289
ENSG00000134330,IAH1,-0.040009667
ENSG00000291071,,-0.040021075
ENSG00000288025,AC093849.4,-0.040025792
ENSG00000239415,AP001469.3,-0.040029773
ENSG00000162972,MAIP1,-0.040034943
ENSG00000240498,CDKN2B-AS1,-0.040036798
ENSG00000260565,ERVK13-1,-0.040045522
ENSG00000264924,AC090772.1,-0.040047078
ENSG00000162664,ZNF326,-0.040050589
ENSG00000185658,BRWD1,-0.040068828
ENSG00000096063,SRPK1,-0.04008208
ENSG00000261553,AL137782.1,-0.040085325
ENSG00000134986,NREP,-0.040088283
ENSG00000095564,BTAF1,-0.04009542
ENSG00000164309,CMYA5,-0.040097964
ENSG00000173114,LRRN3,-0.040106421
ENSG00000231794,AC009542.1,-0.040106882
ENSG00000259792,AC104758.1,-0.04011724
ENSG00000286125,AC006115.2,-0.040120364
ENSG00000157426,AASDH,-0.040121256
ENSG00000261113,AC009034.1,-0.040124726
ENSG00000256128,LINC00944,-0.040129884
ENSG00000155158,TTC39B,-0.0401376
ENSG00000085365,SCAMP1,-0.040140502
ENSG00000151092,NGLY1,-0.040170794
ENSG00000223462,AL353801.1,-0.040196424
ENSG00000116741,RGS2,-0.040212957
ENSG00000103121,CMC2,-0.040232016
ENSG00000225792,AC004540.2,-0.040234921
ENSG00000105948,TTC26,-0.040248615
ENSG00000113597,TRAPPC13,-0.040270538
ENSG00000101745,ANKRD12,-0.040278657
ENSG00000136141,LRCH1,-0.040287717
ENSG00000133103,COG6,-0.040295863
ENSG00000288752,,-0.040303976
ENSG00000272156,AC008280.2,-0.040306817
ENSG00000147118,ZNF182,-0.0403196
ENSG00000177483,RBM44,-0.040352351
ENSG00000272917,AC010186.4,-0.040355649
ENSG00000103024,NME3,-0.040365189
ENSG00000221676,RNU6ATAC,-0.040365596
ENSG00000181381,DDX60L,-0.040367338
ENSG00000236031,AL591721.1,-0.040416059
ENSG00000235488,JARID2-AS1,-0.040426541
ENSG00000171566,PLRG1,-0.040435433
ENSG00000249713,AC026725.1,-0.04043873
ENSG00000132294,EFR3A,-0.040471746
ENSG00000119787,ATL2,-0.040476447
ENSG00000140299,BNIP2,-0.040481514
ENSG00000235917,MTCO2P11,-0.040492251
ENSG00000218682,AC064847.1,-0.040519735
ENSG00000171817,ZNF540,-0.04052811
ENSG00000279679,AC091925.2,-0.040536489
ENSG00000170236,USP50,-0.040539249
ENSG00000253392,AC119403.1,-0.040539578
ENSG00000109270,LAMTOR3,-0.040541436
ENSG00000147896,IFNK,-0.04054362
ENSG00000230910,AL391807.1,-0.040545476
ENSG00000285366,AC008533.1,-0.04054753
ENSG00000125304,TM9SF2,-0.040548099
ENSG00000162520,SYNC,-0.040558792
ENSG00000214367,HAUS3,-0.040563087
ENSG00000243910,TUBA4B,-0.040566777
ENSG00000138640,FAM13A,-0.040567011
ENSG00000284882,AL359762.1,-0.040567287
ENSG00000258472,AC005726.1,-0.040570043
ENSG00000173230,GOLGB1,-0.040585849
ENSG00000226501,USF1P1,-0.040589734
ENSG00000141428,C18orf21,-0.040592554
ENSG00000078668,VDAC3,-0.040605577
ENSG00000120008,WDR11,-0.040613535
ENSG00000223776,LGALS8-AS1,-0.040617295
ENSG00000285219,HULC,-0.040619679
ENSG00000135245,HILPDA,-0.04062289
ENSG00000015479,MATR3,-0.040633582
ENSG00000087470,DNM1L,-0.040638934
ENSG00000175354,PTPN2,-0.040642683
ENSG00000254802,AC022182.2,-0.040649935
ENSG00000079134,THOC1,-0.040656298
ENSG00000188312,CENPP,-0.040688015
ENSG00000085231,AK6,-0.04069369
ENSG00000286724,AL732509.1,-0.040712465
ENSG00000115368,WDR75,-0.040719541
ENSG00000211727,TRBV7-6,-0.040727191
ENSG00000261758,AC117382.2,-0.040735215
ENSG00000178464,RPL10P16,-0.040735584
ENSG00000179967,PPP1R14BP3,-0.040751756
ENSG00000213442,RPL18AP3,-0.040753691
ENSG00000241230,RN7SL801P,-0.040754245
ENSG00000183154,AC138356.1,-0.040766063
ENSG00000017260,ATP2C1,-0.040775838
ENSG00000121316,PLBD1,-0.040775991
ENSG00000140463,BBS4,-0.040785204
ENSG00000235677,NPM1P26,-0.040792338
ENSG00000188994,ZNF292,-0.040792536
ENSG00000243305,AC026347.1,-0.040807271
ENSG00000172824,CES4A,-0.040809678
ENSG00000000419,DPM1,-0.040831505
ENSG00000205544,TMEM256,-0.040885018
ENSG00000258449,AC023510.1,-0.040888192
ENSG00000175395,ZNF25,-0.040892046
ENSG00000170571,EMB,-0.040915855
ENSG00000185973,TMLHE,-0.040920962
ENSG00000117616,RSRP1,-0.040921324
ENSG00000214338,SOGA3,-0.040954349
ENSG00000058091,CDK14,-0.040970696
ENSG00000237298,TTN-AS1,-0.040980592
ENSG00000107679,PLEKHA1,-0.041004178
ENSG00000289211,,-0.041006703
ENSG00000262151,AC133065.1,-0.041007982
ENSG00000118217,ATF6,-0.041014581
ENSG00000182712,CMC4,-0.041033733
ENSG00000272505,AC104964.3,-0.041036348
ENSG00000170871,KIAA0232,-0.041041267
ENSG00000158691,ZSCAN12,-0.041060535
ENSG00000134851,TMEM165,-0.041073096
ENSG00000226688,ENTPD1-AS1,-0.041076637
ENSG00000135945,REV1,-0.04108123
ENSG00000104643,MTMR9,-0.041086918
ENSG00000157077,ZFYVE9,-0.041106862
ENSG00000145736,GTF2H2,-0.041113076
ENSG00000115539,PDCL3,-0.041113355
ENSG00000266297,MIR744,-0.041116257
ENSG00000288792,,-0.041118429
ENSG00000253731,PCDHGA6,-0.041131321
ENSG00000025796,SEC63,-0.041137842
ENSG00000100652,SLC10A1,-0.041139124
ENSG00000013441,CLK1,-0.041141253
ENSG00000280987,MATR3,-0.041144071
ENSG00000120159,CAAP1,-0.041144127
ENSG00000152763,DNAI4,-0.04114774
ENSG00000281195,AC007878.1,-0.041153875
ENSG00000225880,LINC00115,-0.041165387
ENSG00000100697,DICER1,-0.041170081
ENSG00000280953,LINC01163,-0.041175787
ENSG00000213297,ZNF625-ZNF20,-0.041185193
ENSG00000231201,AF127577.2,-0.041225621
ENSG00000166343,MSS51,-0.041263521
ENSG00000167862,MRPL58,-0.04128202
ENSG00000261771,DNAAF4-CCPG1,-0.041284917
ENSG00000053770,AP5M1,-0.04128707
ENSG00000286633,AL160400.1,-0.041292809
ENSG00000287091,AC009961.3,-0.041294959
ENSG00000254060,AC022778.1,-0.041320534
ENSG00000243678,NME2,-0.04132064
ENSG00000175548,ALG10B,-0.041332242
ENSG00000279133,AC018628.1,-0.041332425
ENSG00000181744,DIPK2A,-0.041333879
ENSG00000272447,AL135925.1,-0.04133594
ENSG00000165669,FAM204A,-0.041335961
ENSG00000181315,ZNF322,-0.041347959
ENSG00000064102,INTS13,-0.041358787
ENSG00000148848,ADAM12,-0.041361078
ENSG00000267102,AC060766.1,-0.041370024
ENSG00000274015,AL136038.4,-0.041387399
ENSG00000171174,RBKS,-0.041395132
ENSG00000279235,AC011944.2,-0.041409502
ENSG00000269888,AC112491.1,-0.041410727
ENSG00000286009,AC244213.1,-0.041422904
ENSG00000154743,TSEN2,-0.041424528
ENSG00000011052,NME1-NME2,-0.04144385
ENSG00000288046,AL031123.5,-0.041444904
ENSG00000261002,AC036103.1,-0.041445714
ENSG00000102531,FNDC3A,-0.041451874
ENSG00000265739,AC104984.3,-0.041452137
ENSG00000130066,SAT1,-0.041454338
ENSG00000272406,AC108102.1,-0.041458432
ENSG00000118307,CFAP94,-0.041470614
ENSG00000120533,ENY2,-0.041488397
ENSG00000145431,PDGFC,-0.041499348
ENSG00000101972,STAG2,-0.041514371
ENSG00000230074,AL162231.2,-0.041514736
ENSG00000231607,DLEU2,-0.041530235
ENSG00000270170,NCBP2AS2,-0.04153863
ENSG00000162869,PPP1R21,-0.04154244
ENSG00000115504,EHBP1,-0.041550606
ENSG00000196730,DAPK1,-0.041558541
ENSG00000141447,OSBPL1A,-0.041580198
ENSG00000155657,TTN,-0.041584975
ENSG00000289405,,-0.041596102
ENSG00000121741,ZMYM2,-0.041614441
ENSG00000289827,,-0.041657001
ENSG00000151743,AMN1,-0.041671363
ENSG00000223855,HRAT92,-0.041685796
ENSG00000116473,RAP1A,-0.041686394
ENSG00000259807,AC009093.1,-0.041714685
ENSG00000289317,,-0.041740063
ENSG00000204511,MCCD1,-0.041745742
ENSG00000119729,RHOQ,-0.041748335
ENSG00000133835,HSD17B4,-0.041756634
ENSG00000242553,AP001432.1,-0.041774669
ENSG00000241721,SUMO1P1,-0.041781036
ENSG00000234851,RPL23AP42,-0.041783835
ENSG00000265817,FSBP,-0.041806624
ENSG00000271380,AL451085.2,-0.041826768
ENSG00000237693,IRGM,-0.041849933
ENSG00000231942,HNRNPA1P36,-0.041850488
ENSG00000176871,WSB2,-0.041852763
ENSG00000168300,PCMTD1,-0.041855171
ENSG00000087502,ERGIC2,-0.0418656
ENSG00000133773,CCDC59,-0.041867643
ENSG00000023516,AKAP11,-0.041880344
ENSG00000227227,AC017101.1,-0.041880581
ENSG00000164654,MIOS,-0.041892552
ENSG00000163728,TTC14,-0.041897047
ENSG00000269711,AC008763.3,-0.041907594
ENSG00000138411,HECW2,-0.04191533
ENSG00000278972,AC015920.1,-0.041919085
ENSG00000167766,ZNF83,-0.041921395
ENSG00000206344,HCG27,-0.041948918
ENSG00000115524,SF3B1,-0.041953422
ENSG00000257365,FNTB,-0.041954837
ENSG00000258337,AC130895.1,-0.041965046
ENSG00000242689,CNTF,-0.041967156
ENSG00000211789,TRAV12-2,-0.041983175
ENSG00000241577,AC060234.3,-0.041988527
ENSG00000058272,PPP1R12A,-0.041995576
ENSG00000260465,AC018557.1,-0.041995991
ENSG00000031003,FAM13B,-0.041997257
ENSG00000131051,RBM39,-0.041998925
ENSG00000082258,CCNT2,-0.042025289
ENSG00000159231,CBR3,-0.042033397
ENSG00000283734,MIR4785,-0.042039
ENSG00000165895,ARHGAP42,-0.04203908
ENSG00000145715,RASA1,-0.042054302
ENSG00000118762,PKD2,-0.042073512
ENSG00000155313,USP25,-0.042080361
ENSG00000113971,NPHP3,-0.0420807
ENSG00000129518,EAPP,-0.042083769
ENSG00000169967,MAP3K2,-0.042090573
ENSG00000174842,GLMN,-0.042091547
ENSG00000207248,RNU6-1005P,-0.042096681
ENSG00000279114,Z99129.3,-0.042112115
ENSG00000137947,GTF2B,-0.042132015
ENSG00000131375,CAPN7,-0.042134162
ENSG00000188396,TCTEX1D4,-0.042141952
ENSG00000116095,PLEKHA3,-0.042150248
ENSG00000174799,CEP135,-0.042152408
ENSG00000279394,AC015871.4,-0.042157981
ENSG00000173269,MMRN2,-0.042165363
ENSG00000284671,AC009093.9,-0.042168506
ENSG00000247193,AC104078.1,-0.04216868
ENSG00000273269,AC073283.3,-0.042175964
ENSG00000163867,ZMYM6,-0.042192442
ENSG00000221493,MIR320C1,-0.042194762
ENSG00000244380,AC134772.1,-0.04220185
ENSG00000283399,AC004381.3,-0.042210784
ENSG00000255723,AC108516.2,-0.04221759
ENSG00000223878,PPIAP53,-0.042226071
ENSG00000008282,SYPL1,-0.042229395
ENSG00000118939,UCHL3,-0.042237356
ENSG00000129824,RPS4Y1,-0.042244405
ENSG00000259935,AC009754.1,-0.042244732
ENSG00000265753,RN7SL444P,-0.042277226
ENSG00000134480,CCNH,-0.042279113
ENSG00000123643,SLC36A1,-0.042295502
ENSG00000114686,MRPL3,-0.04229932
ENSG00000204113,BMP2KL,-0.042301351
ENSG00000177042,TMEM80,-0.04230204
ENSG00000165804,ZNF219,-0.042310609
ENSG00000260616,AC007728.1,-0.04231232
ENSG00000288610,AL161669.4,-0.042325597
ENSG00000087338,GMCL1,-0.042326581
ENSG00000188649,CC2D2B,-0.042344496
ENSG00000285658,AC127035.1,-0.042345012
ENSG00000153208,MERTK,-0.042402274
ENSG00000134987,WDR36,-0.042407979
ENSG00000287720,AC023480.1,-0.042422651
ENSG00000135744,AGT,-0.042425078
ENSG00000171848,RRM2,-0.042425938
ENSG00000254556,AF131215.2,-0.042430108
ENSG00000256043,CTSO,-0.04245182
ENSG00000116459,ATP5PB,-0.04245242
ENSG00000092841,MYL6,-0.042453627
ENSG00000115339,GALNT3,-0.042457834
ENSG00000127022,CANX,-0.042458105
ENSG00000154511,DIPK1A,-0.042477023
ENSG00000138463,SLC49A4,-0.042483029
ENSG00000228237,EFCAB14-AS1,-0.042491848
ENSG00000289231,,-0.0424939
ENSG00000289872,,-0.042497078
ENSG00000170092,SPDYE5,-0.0425026
ENSG00000157456,CCNB2,-0.042508307
ENSG00000136100,VPS36,-0.042509708
ENSG00000110721,CHKA,-0.042532081
ENSG00000279192,PWAR5,-0.042541106
ENSG00000256347,OR8R1P,-0.04254796
ENSG00000261270,AC012181.2,-0.042570427
ENSG00000160439,RDH13,-0.042577832
ENSG00000289351,,-0.042613472
ENSG00000099810,MTAP,-0.042614081
ENSG00000140391,TSPAN3,-0.042616533
ENSG00000085415,SEH1L,-0.042622334
ENSG00000110013,SIAE,-0.042664877
ENSG00000202363,SNORA62,-0.042665578
ENSG00000227189,AC092535.2,-0.042671351
ENSG00000268496,AC245884.9,-0.042677561
ENSG00000242193,CRYZL2P,-0.042708813
ENSG00000176170,SPHK1,-0.042712063
ENSG00000126773,PCNX4,-0.042713697
ENSG00000290118,,-0.042714147
ENSG00000080546,SESN1,-0.042714802
ENSG00000214765,SEPTIN7P2,-0.042749753
ENSG00000223650,UHRF2P1,-0.042751427
ENSG00000168152,THAP9,-0.042767801
ENSG00000117335,CD46,-0.042768922
ENSG00000166024,R3HCC1L,-0.042769185
ENSG00000281469,AC019226.1,-0.04277749
ENSG00000134490,TMEM241,-0.042782427
ENSG00000285103,AL451123.1,-0.042785966
ENSG00000275202,AL161421.1,-0.042787932
ENSG00000029363,BCLAF1,-0.042789856
ENSG00000227076,AL158166.1,-0.042798177
ENSG00000184867,ARMCX2,-0.042799393
ENSG00000221843,C2orf16,-0.042823903
ENSG00000267083,KRT18P61,-0.042824732
ENSG00000170142,UBE2E1,-0.042852621
ENSG00000289430,,-0.042856511
ENSG00000174738,NR1D2,-0.042893689
ENSG00000241962,AC079447.1,-0.04290699
ENSG00000140682,TGFB1I1,-0.042907029
ENSG00000239407,Z68871.1,-0.042912785
ENSG00000152455,SUV39H2,-0.042913022
ENSG00000035141,FAM136A,-0.042915391
ENSG00000145779,TNFAIP8,-0.042917221
ENSG00000286302,AC084724.1,-0.042951139
ENSG00000278765,AC004477.2,-0.04296455
ENSG00000275052,PPP4R3B,-0.042977205
ENSG00000132570,PCBD2,-0.043020509
ENSG00000091409,ITGA6,-0.04302168
ENSG00000085760,MTIF2,-0.043044155
ENSG00000175061,SNHG29,-0.043054698
ENSG00000227456,LINC00310,-0.043055375
ENSG00000250170,RASA2-IT1,-0.04306623
ENSG00000163406,SLC15A2,-0.043069088
ENSG00000280402,AC093525.10,-0.043074905
ENSG00000204397,CARD16,-0.043092176
ENSG00000225791,TRAM2-AS1,-0.043126725
ENSG00000217767,NDUFAB1P1,-0.043129381
ENSG00000111843,TMEM14C,-0.043129449
ENSG00000275625,AC004386.4,-0.043137266
ENSG00000171241,SHCBP1,-0.04314751
ENSG00000198258,UBL5,-0.04315436
ENSG00000183092,BEGAIN,-0.043155842
ENSG00000283971,MIR4442,-0.043166006
ENSG00000197956,S100A6,-0.043186991
ENSG00000226984,AL035410.1,-0.043199551
ENSG00000117697,NSL1,-0.04320293
ENSG00000205339,IPO7,-0.043210549
ENSG00000263606,CHORDC1P4,-0.043210656
ENSG00000210151,MT-TS1,-0.043212044
ENSG00000202335,AC002350.1,-0.043212863
ENSG00000241288,LINC02614,-0.043224912
ENSG00000079950,STX7,-0.043233191
ENSG00000138750,NUP54,-0.04323372
ENSG00000245937,LINC01184,-0.0432647
ENSG00000271011,AC010680.3,-0.04326619
ENSG00000272335,AC093297.2,-0.043273712
ENSG00000139351,SYCP3,-0.043277612
ENSG00000256897,AC018410.1,-0.043288424
ENSG00000073417,PDE8A,-0.043288773
ENSG00000287665,AC092428.1,-0.043290336
ENSG00000197872,CYRIA,-0.043300378
ENSG00000092295,TGM1,-0.043311406
ENSG00000237977,EIF4HP2,-0.043314706
ENSG00000118507,AKAP7,-0.043315455
ENSG00000279232,AC008522.1,-0.04331886
ENSG00000143951,WDPCP,-0.043319332
ENSG00000163466,ARPC2,-0.043320861
ENSG00000116194,ANGPTL1,-0.043348009
ENSG00000259327,AC023906.3,-0.043351863
ENSG00000289728,,-0.04335515
ENSG00000270574,AC010680.2,-0.043368328
ENSG00000267648,AC060766.4,-0.043385677
ENSG00000164983,TMEM65,-0.043417134
ENSG00000215302,AC127502.1,-0.043417671
ENSG00000164031,DNAJB14,-0.043427015
ENSG00000171492,LRRC8D,-0.04344392
ENSG00000270116,AP001429.1,-0.04346696
ENSG00000213062,Z99572.1,-0.043469473
ENSG00000279149,AL356750.1,-0.043475114
ENSG00000104218,CSPP1,-0.043485894
ENSG00000247626,MARS2,-0.043510294
ENSG00000226124,FTCDNL1,-0.043511848
ENSG00000260017,AC138811.1,-0.04351618
ENSG00000231654,RPS6KA2-AS1,-0.043518611
ENSG00000125351,UPF3B,-0.043531801
ENSG00000289561,,-0.043536528
ENSG00000160352,ZNF714,-0.043542853
ENSG00000154642,C21orf91,-0.043542872
ENSG00000213719,CLIC1,-0.043557383
ENSG00000275457,AL117332.1,-0.043569709
ENSG00000198924,DCLRE1A,-0.043571054
ENSG00000172869,DMXL1,-0.043578931
ENSG00000154723,ATP5PF,-0.043585509
ENSG00000268001,CARD8-AS1,-0.04359661
ENSG00000116016,EPAS1,-0.043599021
ENSG00000225314,AC018634.1,-0.043603694
ENSG00000287778,AC006230.1,-0.043609619
ENSG00000279233,AC122688.3,-0.043614685
ENSG00000276174,AC087683.2,-0.043634839
ENSG00000259143,AL356017.1,-0.043659418
ENSG00000102893,PHKB,-0.043659741
ENSG00000078674,PCM1,-0.043659978
ENSG00000101558,VAPA,-0.043671699
ENSG00000206848,RNU6-890P,-0.043718719
ENSG00000174527,MYO1H,-0.043738359
ENSG00000264545,AL359922.1,-0.043755998
ENSG00000176209,SMIM19,-0.043762782
ENSG00000079482,OPHN1,-0.043781669
ENSG00000111142,METAP2,-0.043784959
ENSG00000227962,AL391994.1,-0.043806758
ENSG00000284360,MIR6125,-0.043808269
ENSG00000277151,AL138820.1,-0.043813347
ENSG00000179168,GGN,-0.043820942
ENSG00000187475,H1-6,-0.043838763
ENSG00000250011,HMGB1P3,-0.043877135
ENSG00000112893,MAN2A1,-0.043882219
ENSG00000270554,AC069431.2,-0.043919269
ENSG00000081870,HSPB11,-0.043933426
ENSG00000113593,PPWD1,-0.043934619
ENSG00000065615,CYB5R4,-0.043939772
ENSG00000261072,AC084783.1,-0.043940997
ENSG00000012048,BRCA1,-0.043942137
ENSG00000122376,SHLD2,-0.043957438
